;ESCOLARIDADE;TIPO_CONTRATACAO;TITULO_OCUPACAO;ESTADO;VALOR_SALARIO;QTD_VAGAS;QTD_EXPERIENCIA;REQUERIDO_DEFICIENCIA
736;4;3;64;22;1332.00;4;6;0
737;4;3;1815;22;1390.00;15;6;0
738;4;3;482;22;1800.00;3;6;0
739;4;3;289;22;1332.00;6;6;0
740;4;3;1005;22;1332.00;4;6;0
741;4;3;2266;22;6.71;2;6;0
742;11;3;857;22;0.00;1;6;0
743;9;3;2468;22;1900.00;1;1;0
744;10;2;2450;22;1100.01;1;0;0
745;4;3;2387;22;1460.00;1;0;0
746;4;3;2023;22;1100.00;2;6;0
747;5;3;210;22;1486.00;2;0;0
748;5;3;855;22;1100.00;2;0;0
749;9;3;1127;22;1500.00;2;6;0
750;9;3;844;22;1500.00;2;6;0
751;11;3;2471;22;0.00;1;3;0
752;11;3;1344;22;2500.00;1;6;0
753;4;3;269;22;1350.00;1;0;0
754;9;3;814;22;1400.00;21;6;0
755;9;3;667;22;1300.00;5;0;0
756;4;3;2076;22;1700.00;1;6;0
757;9;3;2024;22;1549.35;1;6;0
758;11;3;2;22;1100.00;1;6;0
759;11;3;348;22;1100.00;1;6;0
760;11;3;327;22;1280.00;1;6;0
761;12;3;297;22;2000.00;1;6;0
763;11;3;961;22;1300.00;2;0;0
764;5;3;543;22;1200.00;1;1;0
765;10;3;1497;22;1500.00;2;6;0
766;4;3;589;22;6.00;2;6;0
767;9;3;2024;22;0.00;1;0;0
768;4;3;1235;22;6.00;2;6;0
769;9;3;376;22;1600.00;10;0;0
770;4;3;2266;22;6.00;2;6;0
772;10;3;1551;22;1850.00;1;0;0
773;9;3;2435;22;2000.00;1;6;0
774;9;3;2160;22;1800.00;1;6;0
775;9;3;1050;22;2100.00;1;6;0
776;9;3;147;22;2000.00;1;6;0
777;5;3;387;22;1500.00;1;0;0
778;9;3;872;22;3000.00;1;0;0
779;9;3;1598;22;1459.73;1;6;0
780;9;3;286;22;1300.00;1;6;0
781;5;3;735;22;0.00;4;6;0
782;4;3;1457;22;0.00;5;6;0
783;4;3;183;22;0.00;8;6;0
784;4;3;2266;22;0.00;10;6;0
785;11;3;541;22;0.00;1;6;0
786;4;3;299;22;1390.00;2;6;0
787;4;3;2267;22;0.00;1;6;0
788;4;3;675;22;1800.00;1;6;0
789;9;3;387;22;1500.00;1;6;0
790;4;3;2275;22;1500.00;1;6;0
791;4;3;399;22;0.00;3;1;0
792;4;3;855;22;0.00;5;1;0
793;4;3;134;22;1332.00;1;6;0
794;4;3;1626;22;1332.00;2;6;0
795;4;3;2127;22;1332.00;1;6;0
796;5;3;1655;22;1100.00;1;0;0
797;4;3;657;22;1332.00;2;6;0
798;4;3;777;22;1390.00;1;6;0
799;11;3;2268;22;1300.00;1;0;0
800;11;3;327;22;0.00;1;0;0
801;11;3;1048;22;0.00;1;0;0
802;9;3;147;22;1453.00;1;3;0
803;9;3;1579;22;1100.00;5;6;0
804;4;3;1768;22;1551.00;1;6;0
805;4;3;1579;22;1290.00;1;6;0
807;12;3;2007;22;0.00;1;6;0
808;9;3;1127;22;0.00;1;0;0
809;11;3;67;22;0.00;1;0;0
810;11;3;2468;22;1300.00;1;3;0
811;4;3;2044;22;1360.00;2;6;0
812;9;5;2464;22;0.00;3;0;0
813;5;3;543;22;1386.00;2;0;0
814;5;3;1848;22;1800.00;2;6;0
815;5;3;1529;22;2000.00;1;6;0
816;5;3;2085;22;1800.00;1;6;0
817;9;3;1442;22;0.00;1;0;0
818;5;3;1409;22;1800.00;1;6;0
819;9;5;285;22;1265.00;25;0;0
820;9;3;1053;22;3000.00;1;6;0
821;10;3;285;22;1120.00;25;0;0
822;10;3;1848;22;1523.00;1;6;0
823;11;3;1626;22;1726.56;1;6;0
824;4;3;4;22;1300.00;5;6;0
825;4;5;1598;22;1523.65;30;0;0
827;11;3;577;22;0.00;2;0;0
828;11;3;376;22;1399.20;1;0;0
829;9;3;1270;22;1690.00;1;6;0
830;5;3;348;22;1700.00;1;6;0
831;4;3;1447;22;1500.00;1;6;0
832;9;3;482;22;1100.00;1;6;0
833;9;3;1048;22;2200.00;2;0;0
834;9;3;667;22;1400.00;3;6;0
835;4;3;1601;22;2899.00;4;6;0
836;11;3;402;22;1500.00;1;6;0
837;9;3;286;22;0.00;3;6;0
838;9;3;526;22;0.00;3;6;0
839;11;3;282;22;0.00;1;0;0
840;9;3;1820;22;0.00;1;6;0
841;11;3;1626;22;0.00;1;6;0
842;11;3;1718;22;0.00;1;6;0
843;5;3;1384;22;1400.00;1;6;0
844;5;3;1397;22;1400.00;1;6;0
845;11;3;282;22;0.00;2;4;0
846;9;3;2007;22;0.00;1;0;0
847;4;3;1800;22;1900.00;1;6;0
848;4;3;1512;22;2500.00;10;6;0
849;9;3;1348;22;1350.00;2;6;0
850;4;3;1529;22;2250.00;10;6;0
851;5;3;857;22;1100.00;1;6;0
852;9;3;994;22;1800.00;1;3;0
853;4;3;384;22;1474.20;1;6;0
854;9;3;2373;22;1600.00;1;3;0
855;9;3;2401;22;2300.00;1;6;0
856;5;3;470;22;2500.00;1;6;0
857;10;3;260;22;1800.00;1;0;0
858;11;3;1724;22;2000.00;1;0;0
859;9;3;2464;22;0.00;1;0;0
860;11;3;387;22;0.00;1;0;0
861;9;3;2435;22;1680.00;1;6;0
862;9;3;642;22;2000.00;1;6;0
863;4;3;2093;22;9.50;1;6;0
864;5;3;1901;22;1100.00;2;6;0
865;4;3;2212;22;9.50;1;6;0
866;9;3;2076;22;1456.00;1;6;0
867;12;3;788;22;2500.00;1;6;0
868;9;3;652;22;0.00;1;6;0
869;11;3;1048;22;1300.00;2;6;0
870;9;3;667;22;1580.74;1;6;0
871;13;3;2468;22;0.00;1;6;0
872;4;3;1384;22;2500.00;1;6;0
873;4;3;1740;22;2400.00;1;6;0
874;9;3;2464;22;1563.35;1;6;0
875;9;3;759;22;1350.00;2;1;0
876;11;3;855;22;1500.00;1;0;0
877;9;3;2468;22;2000.00;1;6;0
878;4;3;1374;22;1100.00;1;6;0
879;4;3;2279;22;1100.00;1;6;0
880;9;3;1973;22;1300.00;1;6;0
881;9;3;667;22;1100.00;1;4;0
883;4;3;1908;22;1426.75;2;6;0
884;11;3;376;22;1570.00;3;0;0
885;11;3;857;22;0.00;1;4;0
886;4;3;376;22;1405.00;20;6;0
887;5;3;1579;22;0.00;2;0;0
888;9;3;304;22;1220.00;1;0;0
889;11;3;374;22;1850.00;1;6;0
890;5;3;2044;22;6.80;1;6;0
891;11;3;824;22;1500.00;1;6;0
892;11;3;115;22;0.00;2;0;0
893;9;3;2166;22;2100.00;1;6;0
894;4;3;285;22;1154.00;4;0;0
895;4;3;1642;22;1405.00;20;6;0
896;9;3;2468;22;1250.00;1;6;0
897;9;3;667;22;1400.00;2;6;0
898;9;5;2468;22;1695.00;1;6;0
899;11;3;733;22;0.00;4;0;0
900;11;3;753;22;2300.00;2;3;0
901;5;3;2024;22;1437.00;4;0;0
902;13;3;991;22;0.00;2;6;0
903;4;3;386;22;1468.44;1;4;0
904;5;3;1626;22;1591.00;1;0;0
905;11;3;1836;22;2300.00;1;6;0
906;11;3;376;22;1201.88;1;0;0
907;5;3;1653;22;1200.00;10;0;0
908;9;3;386;22;1282.00;1;6;0
909;4;3;376;22;1246.00;5;0;0
910;4;3;855;22;1300.00;2;0;0
912;10;3;1010;22;1591.00;1;0;0
913;11;3;651;22;1800.00;1;6;0
914;11;5;1443;22;2100.00;1;6;0
915;10;3;299;22;1438.00;4;6;0
916;11;3;482;22;2300.00;1;6;0
917;9;3;1626;22;2000.00;2;6;0
918;13;3;1016;22;2177.28;1;6;0
919;4;5;1973;22;1100.00;1;0;0
921;9;3;1389;22;3000.00;1;6;0
922;13;3;2379;22;2002.36;15;0;0
923;13;3;931;22;3207.35;10;0;0
925;4;3;2464;22;0.00;2;3;0
926;9;3;372;22;1420.00;1;0;0
927;11;3;2450;22;1488.44;60;0;0
928;4;3;2453;22;1200.00;1;6;0
929;9;3;285;22;1265.00;1;0;0
930;4;3;1598;22;1273.00;1;6;0
931;11;3;1261;22;2000.00;2;6;0
932;11;3;978;22;1800.00;2;4;0
933;11;3;728;22;1800.00;1;6;0
934;11;3;660;22;1400.00;2;0;0
935;12;2;159;22;0.00;1;6;0
936;11;3;1529;22;0.00;1;4;0
937;9;3;652;22;2000.00;2;6;0
938;11;3;1044;22;0.00;1;6;0
939;5;3;1034;22;1600.56;4;0;0
940;5;3;601;22;1200.00;1;6;0
941;9;3;2468;22;1552.00;1;6;0
942;11;3;1875;22;0.00;1;6;0
943;9;3;110;22;1359.00;1;6;0
944;9;3;2451;22;0.00;1;6;0
947;5;3;1598;22;1600.56;1;6;0
948;10;2;2419;22;0.00;1;6;0
949;12;3;2365;22;2000.00;1;6;0
950;4;3;289;22;1500.00;2;6;0
951;4;3;1266;22;2500.00;2;0;0
952;10;3;376;22;1400.00;1;0;0
953;5;3;1492;22;2500.00;1;4;0
954;9;3;488;22;2200.00;1;6;0
955;11;3;325;22;0.00;3;0;0
957;9;3;1799;22;2000.00;2;6;0
958;9;3;1148;22;1426.75;1;0;0
959;5;3;1579;22;1438.00;1;0;0
960;4;3;2468;22;0.00;1;1;0
961;11;3;1973;22;1481.55;1;0;0
962;4;3;1848;22;1832.60;4;6;0
963;4;3;346;22;1503.00;1;0;0
964;9;3;282;22;1500.00;12;0;0
965;5;3;855;22;0.00;1;0;0
966;4;3;562;22;1832.60;4;6;0
967;9;3;1529;22;1581.33;2;6;0
968;4;3;289;22;1400.00;2;6;0
969;11;3;864;22;0.00;1;6;0
970;4;3;2051;22;1400.00;2;6;0
971;4;3;2450;22;1400.00;2;6;0
972;9;5;377;22;1461.00;50;0;0
973;9;5;335;22;2118.65;1;0;0
974;5;3;1529;22;1846.00;1;6;0
975;9;3;1150;22;1695.00;1;6;0
976;5;3;1512;22;1990.00;1;6;0
977;9;3;1626;22;1623.00;2;0;0
978;9;3;2463;22;1569.00;1;6;0
979;5;3;327;22;0.00;1;6;0
980;4;3;376;22;1500.00;1;6;0
981;9;3;121;22;2500.00;1;6;0
982;4;3;67;22;1542.00;12;6;0
983;9;3;667;22;1500.00;1;6;0
985;11;3;327;22;1580.00;3;0;0
986;11;3;376;22;1580.00;5;0;0
987;10;3;348;22;1580.00;4;0;0
989;9;3;1259;22;1500.00;1;6;0
990;9;3;1598;22;1475.39;2;6;0
991;9;3;2450;22;1475.39;4;6;0
992;10;3;1364;22;1800.00;1;6;0
993;4;3;376;22;1552.68;3;6;0
994;4;3;1344;22;1800.00;2;6;0
995;9;3;2044;22;0.00;1;3;0
996;10;5;1598;22;1563.89;10;0;0
997;10;5;289;22;1563.89;10;0;0
998;9;3;857;22;1100.00;1;3;0
999;5;3;1598;22;1600.00;1;0;0
1000;9;3;1104;22;0.00;1;6;0
1001;4;3;1973;22;1481.55;1;6;0
1002;9;3;704;22;0.00;1;0;0
1003;9;3;50;22;1628.80;5;6;0
1004;11;3;1259;22;0.00;1;6;0
1005;10;3;286;22;1300.00;1;0;0
1006;9;3;1227;22;1200.00;1;6;0
1007;4;3;1259;22;0.00;1;6;0
1008;9;3;269;22;1475.00;1;0;0
1009;9;2;2419;22;0.00;1;0;0
1010;10;3;1510;22;1332.00;2;6;0
1011;9;3;256;22;1200.00;1;6;0
1012;11;3;285;22;2500.00;1;0;0
1013;9;3;2387;22;1354.00;1;0;0
1014;9;3;286;22;1472.54;1;0;0
1015;5;3;759;22;1365.10;1;0;0
1016;9;5;1626;22;1569.00;2;6;0
1017;5;3;1229;22;1100.00;1;0;0
1018;5;3;1349;22;2492.08;1;6;0
1019;9;3;256;22;1442.00;1;6;0
1020;11;3;2222;22;1400.00;2;0;0
1021;5;3;1848;22;1716.00;2;0;0
1022;5;3;2085;22;1423.40;3;0;0
1023;5;3;601;22;2200.00;2;0;0
1024;5;3;748;22;2300.00;1;6;0
1025;4;3;700;22;1800.00;1;3;0
1026;9;3;1755;22;1400.00;1;6;0
1027;11;3;376;22;1533.00;1;6;0
1028;10;3;286;22;1365.00;1;0;0
1029;11;3;1374;22;1800.00;1;6;0
1030;9;3;1529;22;1500.00;1;6;0
1031;11;3;441;22;1356.20;4;6;0
1032;9;3;2464;22;1500.00;1;6;0
1033;11;3;376;22;0.00;10;0;0
1034;4;3;1219;22;1285.95;2;0;0
1035;11;3;2076;22;1800.00;1;6;0
1036;9;3;813;22;1997.60;1;6;0
1037;5;3;2468;22;1556.11;1;0;0
1038;9;3;2464;22;1543.00;1;6;0
1039;9;3;2468;22;1543.00;1;6;0
1040;4;3;287;22;1437.00;1;0;0
1041;11;3;2007;22;1100.00;1;1;0
1042;5;3;376;22;6.08;1;6;0
1043;9;3;857;22;1550.00;1;6;0
1044;11;3;1551;22;1100.00;1;0;0
1045;9;3;2468;22;1335.60;1;6;0
1046;5;3;289;22;1437.00;1;0;0
1047;5;3;2023;22;1437.00;1;0;0
1050;10;3;667;22;1500.00;1;6;0
1051;9;3;664;22;0.00;2;6;0
1052;11;3;1261;22;1370.00;1;0;0
1053;11;3;1760;22;1450.00;50;0;0
1055;9;3;54;22;1586.65;1;0;0
1056;4;3;1457;22;6.00;20;6;0
1057;4;3;183;22;6.00;2;6;0
1058;4;3;1258;22;6.00;20;6;0
1059;11;3;2405;22;1300.00;1;6;0
1060;5;3;733;22;0.00;2;0;0
1061;4;3;1384;22;1471.00;1;6;0
1063;11;3;482;22;1800.00;1;6;0
1064;11;5;1509;22;1566.00;2;0;0
1065;9;3;919;22;1335.60;1;6;0
1067;11;3;1624;22;1415.00;25;0;0
1068;4;3;300;22;0.00;1;0;0
1070;9;3;2464;22;1100.00;1;6;0
1072;11;3;376;22;0.00;1;0;0
1073;10;3;102;22;1200.00;2;6;0
1074;13;3;159;22;1650.00;1;6;0
1075;9;3;2453;22;1200.00;1;6;0
1076;9;3;2007;22;1200.00;1;0;0
1077;11;3;1840;22;1300.00;1;6;0
1078;11;3;1593;22;0.00;1;0;0
1079;11;3;1370;22;0.00;1;0;0
1080;9;3;1492;22;0.00;1;6;0
1081;9;3;64;22;1545.00;1;6;0
1082;9;3;525;22;1311.19;1;6;0
1083;9;3;387;22;0.00;1;6;0
1084;9;3;1439;22;1399.20;2;0;0
1085;11;3;593;22;0.00;1;0;0
1086;4;3;1735;22;1300.00;1;6;0
1087;9;3;2005;22;0.00;1;2;0
1088;9;3;1786;22;2076.00;8;0;0
1089;4;3;327;22;0.00;1;2;0
1090;9;3;2121;22;2000.00;1;6;0
1091;4;3;616;22;1380.00;2;6;0
1092;11;3;1043;22;1767.15;1;6;0
1093;11;3;1409;22;0.00;2;6;0
1094;11;3;1664;22;2951.71;1;6;0
1095;9;3;421;22;1800.00;1;6;0
1096;11;3;1662;22;1768.01;5;6;0
1097;9;3;985;22;1500.00;1;6;0
1098;11;3;1891;22;1768.01;10;6;0
1099;11;3;1447;22;1832.79;10;6;0
1100;9;3;1153;22;1100.00;1;0;0
1101;11;3;857;22;1264.50;1;0;0
1102;11;3;2102;22;0.00;1;0;0
1103;11;3;376;22;1471.22;20;0;0
1104;11;3;376;22;1471.22;15;0;0
1105;4;3;1828;22;0.00;1;6;0
1106;11;3;2037;22;1650.00;1;0;0
1107;4;3;386;22;1500.00;1;6;0
1109;5;3;2266;22;6.35;3;0;0
1110;11;3;824;22;1100.00;1;3;0
1111;11;3;748;22;0.00;1;4;0
1112;5;3;1852;22;2359.00;2;6;0
1113;11;3;2024;22;26.66;10;6;0
1114;9;3;2435;22;1800.00;1;0;0
1115;11;3;995;22;1650.00;1;0;0
1116;5;3;518;22;1300.00;1;0;0
1117;4;3;374;22;1404.00;1;3;0
1118;11;3;446;22;1100.00;1;0;0
1119;9;3;667;22;1420.40;1;6;0
1120;11;3;543;22;1800.00;2;0;0
1121;9;3;256;22;1504.60;4;6;0
1122;11;3;327;22;1800.00;2;0;0
1123;9;3;287;22;1700.00;1;0;0
1124;9;3;2464;22;1426.00;3;6;0
1125;9;3;256;22;1504.60;3;1;0
1126;9;3;256;22;0.00;4;0;0
1127;5;3;118;22;1700.00;1;6;0
1128;9;3;273;22;1265.63;5;0;0
1129;9;3;2450;22;1450.00;1;6;0
1130;4;3;1180;22;1250.00;4;6;0
1131;9;3;2468;22;1300.00;2;0;0
1132;9;3;282;22;1586.00;4;0;0
1133;11;3;447;22;1500.00;1;0;0
1134;5;3;868;22;1806.00;1;6;0
1135;4;3;1384;22;1841.00;2;6;0
1136;11;3;733;22;1400.00;3;0;0
1137;9;3;652;22;1445.73;3;6;0
1138;9;3;2450;22;1400.00;1;6;0
1139;9;3;1375;22;1820.00;1;0;0
1140;13;3;667;22;2200.00;1;0;0
1141;10;3;1657;22;2227.47;1;6;0
1142;9;3;1747;22;2220.00;1;0;0
1143;9;3;2467;22;1100.00;1;6;0
1144;5;3;2230;22;1500.00;1;0;0
1145;9;3;2165;22;1315.00;1;6;0
1146;4;3;2468;22;1539.43;1;6;0
1147;9;3;2464;22;1453.00;1;3;0
1148;4;3;482;22;1427.00;4;3;0
1150;9;3;404;22;0.00;1;6;0
1151;9;3;526;22;0.00;1;0;0
1152;9;3;282;22;1400.00;3;6;0
1153;11;3;2266;22;1100.00;1;6;0
1154;11;3;754;22;0.00;1;3;0
1155;9;3;667;22;1200.00;1;6;0
1156;4;3;2076;22;1641.00;1;6;0
1157;5;3;478;22;1806.00;3;6;0
1158;4;3;825;22;1504.93;1;6;0
1159;4;3;376;22;0.00;1;6;0
1162;12;2;1787;22;0.00;1;0;0
1163;9;3;1067;22;1100.00;1;6;0
1164;12;2;443;22;1100.00;2;0;0
1165;9;3;2468;22;0.00;3;6;0
1166;12;3;1425;22;0.00;1;6;0
1167;4;3;1129;22;4000.00;1;6;0
1168;12;2;1954;22;0.00;1;0;0
1169;4;3;2483;22;1443.96;1;6;0
1171;9;3;310;22;1519.95;1;6;0
1172;11;3;1198;22;1800.00;1;0;0
1173;9;3;1822;22;1250.00;1;3;0
1174;11;3;796;22;0.00;2;6;0
1175;13;3;306;22;1500.00;1;6;0
1176;9;3;2120;22;1100.00;1;6;0
1177;4;3;1149;22;0.00;1;6;0
1178;4;3;285;22;0.00;20;0;0
1179;9;3;286;22;1430.00;1;0;0
1180;11;3;2024;22;1479.00;1;6;0
1181;11;3;2218;22;1403.10;2;0;0
1182;9;3;2429;22;0.00;1;6;0
1183;11;3;1034;22;0.00;1;0;0
1184;9;3;2464;22;1431.00;2;6;0
1185;4;3;374;22;1463.47;1;0;0
1186;9;3;1815;22;1359.00;1;6;0
1187;9;3;1383;22;1354.00;1;3;0
1188;11;3;374;22;1580.00;1;0;0
1189;10;3;2467;22;1300.00;4;6;0
1190;9;3;2468;22;2000.00;3;6;0
1191;9;3;1973;22;1500.00;2;6;0
1192;9;3;2076;22;2000.00;1;6;0
1193;11;3;2184;22;1350.00;1;0;0
1194;9;3;260;22;1359.00;2;3;0
1195;11;3;564;22;1384.48;3;0;0
1196;5;3;327;22;1300.00;1;6;0
1197;11;3;824;22;2500.00;1;6;0
1198;11;3;857;22;1100.00;1;6;0
1199;9;3;1074;22;2000.00;1;6;0
1200;11;3;186;22;0.00;2;0;0
1201;11;3;489;22;1400.00;2;0;0
1202;10;3;836;22;1700.60;8;6;0
1203;11;3;422;22;0.00;8;0;0
1204;9;3;1348;22;1600.00;3;6;0
1205;11;3;5;22;1471.22;80;0;0
1206;9;3;345;22;1300.00;1;0;0
1207;11;3;422;22;0.00;1;0;0
1208;4;3;1227;22;1200.00;1;0;0
1209;9;3;2464;22;1100.00;1;0;0
1210;9;3;286;22;1461.00;1;6;0
1211;12;3;304;22;1400.00;1;6;0
1212;11;3;1259;22;1200.00;1;6;0
1213;4;3;285;22;7.00;1;0;0
1214;11;3;2464;22;1550.00;1;0;0
1215;9;3;530;22;1390.00;1;0;0
1216;9;3;402;22;1483.00;1;6;0
1218;5;3;755;22;1319.00;1;6;0
1219;4;3;1342;22;2100.00;1;6;0
1220;5;3;327;22;1236.92;2;6;0
1221;11;3;999;22;1799.00;1;6;0
1222;4;3;1973;22;1150.00;2;0;0
1223;4;3;1164;22;1200.00;1;6;0
1224;9;3;1141;22;1705.00;1;6;0
1225;9;3;855;22;0.00;3;0;0
1226;5;3;519;22;0.00;1;0;0
1227;5;3;543;22;1320.00;3;1;0
1228;4;3;799;22;1800.00;2;6;0
1229;9;5;500;22;1320.00;1;1;0
1230;9;5;700;22;1320.00;1;1;0
1231;5;3;2268;22;1100.00;1;6;0
1232;9;3;2005;22;1320.00;2;0;0
1233;4;5;377;22;1536.35;8;0;0
1234;4;5;1626;22;1903.08;3;6;0
1235;5;5;1529;22;2000.00;1;6;0
1236;11;3;556;22;0.00;3;4;0
1237;4;3;1848;22;1327.00;1;6;0
1238;5;5;2093;22;1800.00;1;6;0
1239;5;5;2212;22;1800.00;1;6;0
1240;5;5;387;22;1800.00;1;6;0
1241;4;3;1355;22;1307.55;3;0;0
1242;11;3;1048;22;1400.00;1;0;0
1243;10;3;256;22;1800.00;1;6;0
1244;9;3;1848;22;0.00;1;6;0
1245;9;3;1570;22;2126.23;1;0;0
1246;11;3;477;22;1478.03;2;0;0
1247;11;3;234;22;0.00;1;0;0
1248;11;3;2085;22;0.00;1;0;0
1249;4;5;377;22;1461.00;2;6;0
1250;9;3;256;22;1470.00;1;0;0
1251;9;3;1549;22;1500.00;1;6;0
1252;9;3;1397;22;1500.00;1;6;0
1253;11;3;1570;22;1780.00;2;6;0
1254;9;3;2379;22;1862.10;1;6;0
1255;4;3;1229;22;1100.00;1;0;0
1256;11;3;1735;22;0.00;1;0;0
1257;4;5;981;22;1600.00;5;6;0
1258;11;3;115;22;0.00;1;0;0
1259;4;5;327;22;1372.45;5;6;0
1261;11;3;260;22;1100.00;1;6;0
1262;11;3;651;22;1100.00;1;6;0
1263;4;3;2266;22;6.45;1;6;0
1265;11;3;2143;22;1874.73;1;0;0
1266;11;3;120;22;1300.00;1;0;0
1267;11;3;753;22;0.00;1;1;0
1270;4;3;374;22;0.00;1;0;0
1271;11;3;327;22;1300.00;1;6;0
1272;5;3;348;22;1650.00;2;6;0
1273;9;5;2435;22;2000.00;1;6;0
1274;9;3;377;22;1300.00;50;0;0
1275;4;3;2093;22;6.92;1;6;0
1276;9;3;319;22;1500.00;1;6;0
1277;4;3;1537;22;2000.00;1;6;0
1279;11;3;748;22;1100.00;1;6;0
1280;5;3;1409;22;1400.00;1;6;0
1281;9;3;150;22;1644.85;1;1;0
1282;9;3;304;22;0.00;1;6;0
1283;5;3;1589;22;0.00;2;0;0
1285;9;3;2453;22;1590.00;1;6;0
1286;5;3;83;22;0.00;2;0;0
1287;9;3;329;22;1300.00;1;0;0
1288;10;3;2024;22;1300.00;4;0;0
1289;10;3;1010;22;1300.00;1;0;0
1290;9;3;1259;22;0.00;2;0;0
1291;9;3;2142;22;3000.00;1;6;0
1292;5;3;1848;22;2400.00;1;6;0
1293;9;3;1598;22;1100.00;1;6;0
1294;5;3;556;22;2400.00;1;6;0
1296;4;3;733;22;1350.00;3;6;0
1297;4;3;115;22;1580.00;8;0;0
1298;4;3;1598;22;1437.00;7;0;0
1299;9;3;282;22;0.00;2;6;0
1300;4;3;855;22;1100.00;1;3;0
1301;11;3;1529;22;1500.00;1;6;0
1302;4;3;2023;22;1100.00;1;3;0
1303;11;3;1551;22;1300.00;1;0;0
1304;11;3;851;22;1483.00;4;0;0
1305;11;3;1396;22;1500.00;2;6;0
1306;11;3;286;22;1500.00;1;6;0
1307;9;3;345;22;1144.00;1;3;0
1308;4;3;320;22;0.00;1;6;0
1309;4;3;346;22;6.70;3;6;0
1310;9;5;376;22;1508.16;15;0;0
1311;9;3;300;22;0.00;1;6;0
1312;9;3;467;22;1430.00;1;6;0
1313;9;3;777;22;2200.00;1;6;0
1314;4;3;2235;22;1580.00;2;0;0
1315;11;3;2076;22;0.00;1;6;0
1318;11;3;700;22;0.00;1;0;0
1319;5;3;1048;22;0.00;1;0;0
1320;4;3;1908;22;1426.00;3;0;0
1321;9;3;333;22;1300.00;1;6;0
1322;9;3;376;22;1500.00;1;6;0
1323;5;3;1384;22;0.00;1;6;0
1324;9;3;269;22;0.00;2;0;0
1325;4;3;376;22;1345.93;20;0;0
1327;5;3;733;22;0.00;1;6;0
1328;5;3;2083;22;1300.00;1;3;0
1333;9;3;260;22;1360.00;1;0;0
1334;9;3;237;22;0.00;1;6;0
1335;11;3;1533;22;1600.00;1;6;0
1336;9;3;2007;22;1100.00;1;0;0
1337;11;3;1895;22;1420.00;2;6;0
1338;11;3;630;22;1650.00;1;0;0
1339;9;3;383;22;1574.25;1;6;0
1340;11;3;183;22;1500.00;1;0;0
1341;9;3;2468;22;1460.00;1;6;0
1342;4;3;390;22;1500.00;1;6;0
1343;10;3;289;22;1459.00;1;0;0
1344;11;3;1876;22;0.00;2;3;0
1345;11;3;64;22;1459.73;1;6;0
1346;9;3;1996;22;1100.00;1;0;0
1347;11;5;636;22;0.00;2;3;0
1348;4;3;1492;22;0.00;1;6;0
1349;4;5;1431;22;1265.00;45;0;0
1350;4;5;374;22;1265.00;10;0;0
1351;9;5;2009;22;1265.00;3;0;0
1352;10;5;269;22;1265.00;3;0;0
1353;9;3;1848;22;120.00;5;6;0
1354;10;5;1598;22;1265.00;2;0;0
1355;11;3;2079;22;0.00;2;6;0
1356;9;3;667;22;1614.00;2;6;0
1357;9;3;2086;22;70.00;5;6;0
1358;9;3;345;22;1517.00;1;0;0
1359;9;3;2468;22;2000.00;15;0;0
1360;9;3;159;22;1200.00;1;6;0
1362;9;3;2464;22;3500.00;1;6;0
1363;5;3;2018;22;1300.00;1;0;0
1364;9;5;282;22;1449.00;1;6;0
1365;11;3;1505;22;0.00;2;6;0
1366;4;3;1357;22;1400.00;1;3;0
1367;9;3;2464;22;1327.00;1;6;0
1368;5;3;1768;22;1867.69;1;6;0
1369;11;3;537;22;0.00;2;6;0
1370;11;3;1475;22;0.00;2;6;0
1371;11;3;2263;22;1200.00;5;0;0
1372;5;3;1857;22;1391.52;2;6;0
1373;4;3;1391;22;1973.00;1;6;0
1375;4;3;374;22;1200.00;1;6;0
1376;9;3;2020;22;1378.00;2;6;0
1377;11;3;412;22;1391.16;1;0;0
1378;4;3;1339;22;2100.00;1;6;0
1379;11;5;733;22;1300.00;1;0;0
1380;9;3;2450;22;1420.65;2;6;0
1381;11;3;733;22;1450.00;3;0;0
1382;9;3;2453;22;1400.00;1;0;0
1383;5;3;630;22;6.50;1;6;0
1384;4;3;639;22;2200.00;1;6;0
1385;5;3;2;22;6.50;1;6;0
1386;5;3;1457;22;6.50;1;6;0
1387;9;3;376;22;0.00;2;6;0
1388;4;3;289;22;1400.00;9;0;0
1389;4;3;390;22;1480.00;1;6;0
1390;4;3;300;22;1400.00;9;0;0
1391;11;3;1380;22;0.00;1;3;0
1392;4;3;327;22;1100.00;1;3;0
1393;12;3;304;22;1900.00;1;6;0
1394;4;3;287;22;1400.00;9;0;0
1395;10;3;1377;22;1800.00;1;6;0
1396;9;3;2468;22;1426.00;2;6;0
1397;9;3;418;22;1300.00;1;6;0
1398;9;3;2468;22;1316.00;1;0;0
1399;9;3;1815;22;1304.00;6;6;0
1400;12;3;301;22;2000.00;1;6;0
1401;9;3;733;22;0.00;1;3;0
1402;9;3;310;22;1600.00;1;6;0
1403;4;5;857;22;1100.00;1;6;0
1404;9;3;1915;22;0.00;1;3;0
1405;9;3;2468;22;1690.00;1;6;0
1406;9;3;2005;22;1500.00;1;6;0
1407;9;3;71;22;1456.90;1;6;0
1408;9;3;1439;22;1426.75;1;6;0
1409;9;3;1425;22;0.00;1;6;0
1410;4;3;374;22;1100.00;1;3;0
1411;11;3;57;22;2500.00;1;3;0
1412;5;3;1344;22;1200.00;1;6;0
